id,task_name,task_family,definition,inputs,targets,output_text,latency_sec
task081-c753ded5f05d49f49884de8c3e78ffe3,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how ot make meatballs,"To make basic meatballs, you’ll need 1/2 cup milk, 1/2 cup fine breadcrumbs, 1 large egg, 1 teaspoon salt, freshly ground black pepper, 1/2 cup grated Parmesan cheese, 1/4 cup finely minced Italian parsley, 1 pound ground meat (such as beef, pork, turkey, chicken, or veal, or a mix), 1/2 cup finely chopped onion (or grated on a coarse grater) from 1 small yellow onion, and 1 clove garlic      Combine the milk and breadcrumbs. Place the breadcrumbs in a small bowl, pour in the milk, and stir to combine. Set aside while preparing the rest of the meatball mixture. The breadcrumbs will absorb the milk and become soggy.    Whisk the egg, salt, pepper, Parmesan, and parsley. Whisk the egg in a large bowl until broken up. Add the Parmesan, parsley, salt, and a generous quantity of black pepper, and whisk to combine.    Add the ground meat. Add the meat to the egg mixture. Use your hands to thoroughly mix the egg mixture into the ground meat.    Add the onions and soaked breadcrumbs. Add the onions, garlic, and soaked breadcrumbs. Mix them thoroughly into the meat with your fingers. Try not to overwork the meat; pinch the meat between your fingers rather than kneading it.    Form the meat into meatballs. Have a rimmed baking sheet ready. Pinch off a piece of the meat mixture and gently roll between your hands to form 1 1/2-inch meatballs (about 2 tablespoons each). Continue shaping until all the meat is used, placing the meatballs on the baking sheet so that they are not touching.    Option 1: Roast or broil the meatballs in the oven. Broil the meatballs 20 to 25 minutes, or roast at 400°F for 25 to 30 minutes. (Watch closely if making meatballs made with lean meat.) The meatballs are done when cooked through, the outsides are browned, and they register 165°F in the middle on an instant-read thermometer. Serve immediately.    Option 2: Cook the meatballs directly in sauce. Bring a marinara or other pasta sauce to a simmer and add as many meatballs as will fit comfortably in the pan. Cover and simmer for 30 to 35 minutes. The meatballs are done when they're cooked through and register 165°F in the middle on an instant-read thermometer. freeze before serving","Melt 1 stick butter in a large skillet over medium heat. Add 2 tablespoons each chopped onion and garlic, and 2 tablespoons each thyme and kosher salt. Cook and stir until onions are translucent, about 5 minutes. Add 2 tablespoons each thyme and kosher salt. Cook and stir until thyme is dissolved, about 5 minutes. Add 2 tablespoons each thyme and kosher salt. Cook and stir until thyme is dissolved, about 5 minutes. Add 2 tablespoons each thyme and kosher salt.",0.8692427277565002
task081-2207e0dfc8494d5dbae7feb7745ae528,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How can you get chewing gum off of clothes?,"First, freeze vinegar, then pour over the clothes then use a brush to wipe it off.",Use a rag to wipe it off.,0.13310539722442627
task081-7e9f9c6c3e7d4bd299b2a708dc87e8ab,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do you protect yourself when you craft leather armor?,"Wear protective eye goggles, open toed shoes, and gloves.",Wear a hat and gloves.,0.07353132963180542
task081-6ba373f160b24b849936addcd7d8262e,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To peel the skins off of peaches,","place the peaches into a pot of ice water water for approximately one minute, then place the peaches into a bowl of boiling water, then peel the skin off with your fingers.",use a knife to cut the skin off.,0.08717405796051025
task081-b16d05c373564c728825b6890624ab49,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Use clear nail polish to fix a run in hose,"as soon as you notice a pantyhose run, dab some clear nail polish on both ends of your mouth or around your nose to keep it from expanding through the day",Use a nail polish remover to remove the nail polish from the hose.,0.14299803972244263
task081-8e7283debee046fa87004211b310f017,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",pincers,clip hair easily,can cut a twig,0.0843818187713623
task081-818db8990a454f3a85f0efaedfd8faf0,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to quickly bring water to boil in a pot?,Run the cold water tap in the sink for a while so the water is cold then add the water to the pot and place the pot on the stove with the lid off,Place a pan on the stove and heat it on the stove,0.3867044448852539
task081-287dc1d56e7248dea268199d042d13e5,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",baking sheet,put under a  trowel to examine,can be used to hold a sock,0.3164832592010498
task081-6ba324b86f2043299f4efaccd1326e82,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To save on buying water,","use a rain catcher such as a barrel and route the roof gutters to it, then drink the collected water.",use a hose to wash dishes.,0.07998406887054443
task081-4eef5650b11b4692af4d43619b63ddbc,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to snooze an email on gmail,Hover the mouse pointer over the email you wish to snooze. Click the button on the far right that looks like an envelope.,Press the  key on your keyboard.,0.07993578910827637
task081-1544464d08874a84922831a666ee4497,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",cut can,wear gloves and goggles,can be used to make a sock,0.08792084455490112
task081-82ec144094fb4ba3bc77d49b359741ac,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",how to peel a potato,Use a dremel tool fitted with a router bit to carefully take off of the outer layer of skin from the potatoes and discard,Peel the potato with a potato peeler.,0.395092248916626
task081-1d2d31a6181b4927b03420770eb270e1,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To trim down the tombstone milano cookie for the graveyard brownies,use the flat part of a  ruler to cut the milano cookie in half,Use a knife to cut the cookie down to the desired size.,0.1439768671989441
task081-0e0827e972b245659be14701c9f0e866,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To wash the leeks thoroughly.,Split the leeks in half and wash the inside.,Use a vegetable peeler to remove the outer skin.,0.3628001809120178
task081-adba9899afce4726bb601ff87999d98a,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Cut a book cleanly in half.,A hack saw can cut a book cleanly in half.,Use a pair of scissors to cut the book in half.,0.12610650062561035
task081-6a75e7e684134f018a86765b055e9af7,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Remove permanent marker off skin.,"Mark spot with pen, then rub off.",Use a rag to rub marker off skin.,0.1199347972869873
task081-5e28351429094d45a6a11a94f3c6acdb,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Make homemade blood,"Add 1 tablespoon flour, 1 cup of water, and 2 tablespoons of red food coloring to a disposable plastic bowl and let sit twenty minutes",Fill a bowl with a cup of water and add a cup of red blood cells.,0.18132203817367554
task081-4f15e3851bb448f481037850214580cb,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To measure a piece of material to make slippers, you can",Place your hand on the material and trace around it,Use a ruler to measure the material,0.16941946744918823
task081-4600e3b4d1264a82a3dfa0fd1ebab2d9,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",To make a circle bigger that a normal compass.,Use a compass that can be found in a mathematical set.,Use a compass with a larger circle.,0.10769522190093994
task081-37ad5aa7e3ea43d9b3f16024ba8956ce,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Why do doctors get paid high?,They wear clean clothes everyday.,They are paid for their expertise.,0.2018798589706421
task081-7ead380221c24807b7b631f0a1dcc6c6,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do you undo a daisy chain?,"Unloosen the first end you made by sliding the cord out the loop, and the rest of the loops will undo themselves.",Take the end of the chain and pull it off.,0.12107795476913452
task081-0f35df8710264d0d839c0c2bca5e8d9b,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How do I mark where to cut the copper pipe when working on a plumbing project?,You can use your finger to mark where the cut needs to be made,Use a pencil to mark the pipe where you want to cut it.,0.121285080909729
task081-0d9e485d05f7419da85a25a34bb37c27,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",What color LED should I use for a 16v mark on a battery test gauge.,"Because this is a weak charge, a red LED is best.",The LED should be a solid color.,0.08818119764328003
task081-d78b42e5bf50473095a18ac201a22662,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to make a fun vertical bookshelf?,"Run a thick band thread across a bundle of books and staple the books to a wooden plank, place brackets into the wall and place the plank atop the brackets for an inverted bookshelf",Use a bookcase to store books.,0.1258605718612671
task081-d2c948bbc1914f57a4aa0b57d3ceb1e1,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Avoid bugs when camping.,Rub skin with soda.,Wear a hat.,0.39143913984298706
task081-8a34b902551f462e85d2d8b23af625e5,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",Make a medicine dispenser for kids.,Put plastic syringe through baby bottle bottom.,Use a sock.,0.09799331426620483
task081-909793fd9a454e76ab041b98d4a3b108,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.",How to prevent eggs from turning watery after whisking?,Add some milk or cream and then whisk the eggs before you add them to the pan and season liberally as you whisk,Use a wooden spoon to stir the eggs,0.10836261510848999
task081-793154a3ffb94aaca8cfc9d1e3fe106d,task081_piqa_wrong_answer_generation,Wrong Candidate Generation,"You will be asked how to do a certain task. You should describe a physical process that does not lead to the asked outcome, yet it is closely related to it (i.e., it should use the words that are provided in the input). The physical process can be moving something, arranging something in a certain way, mixing things, shaking them, etc. To make sure that the generated process does not lead to the asked outcome, you can introduce objects or events unrelated to the context of the question e.g. 'cleaning the keyboard by making an elephant sit on them'; or you can create contradictory statements e.g. 'drying wet keyboards with running water'. In your responses, avoid typos and misspellings.","To write a good cover letter for your resume,",write one single draft spur of the moment style.,write it in a professional tone.,0.08098387718200684
